i,n,b_low,b_high,b_sum,r,approx,n_calls,time_ms
3,20,20,40,659,40,4336.611024725243,2880,21604
4,20,20,40,659,40,4336.611024725243,2880,21430
5,20,20,40,659,40,4336.611024725243,2880,21547
6,20,20,40,659,40,4336.611024725243,2880,21622
7,20,20,40,659,40,4336.611024725243,2880,21612
8,20,20,40,659,40,4336.611024725243,2880,21674
9,20,20,40,659,40,4336.611024725243,2880,21755
10,20,20,40,659,40,4336.611024725243,2880,21600
1,20,20,40,659,60,4417.050954051924,2880,21926
2,20,20,40,659,60,4417.050954051924,2880,21936
3,20,20,40,659,60,4417.050954051924,2880,21840
4,20,20,40,659,60,4417.050954051924,2880,21839
5,20,20,40,659,60,4417.050954051924,2880,21764
6,20,20,40,659,60,4417.050954051924,2880,21871
7,20,20,40,659,60,4417.050954051924,2880,21800
8,20,20,40,659,60,4417.050954051924,2880,21785
9,20,20,40,659,60,4417.050954051924,2880,21846
10,20,20,40,659,60,4416.946187789703,2880,21912
1,20,20,40,659,80,4450.853390033578,2880,22215
2,20,20,40,659,80,4450.805467039096,2880,22060
3,20,20,40,659,80,4450.853390033578,2880,22091
4,20,20,40,659,80,4450.8177744239665,2880,22006
5,20,20,40,659,80,4450.853390033578,2880,22112
6,20,20,40,659,80,4450.853390033578,2880,22175
7,20,20,40,659,80,4450.853390033578,2880,22072
8,20,20,40,659,80,4450.853390033578,2880,22097
9,20,20,40,659,80,4450.853390033578,2880,22125
10,20,20,40,659,80,4450.853390033578,2880,22134
1,20,40,80,1169,10,3506.6738462320163,5120,37809
2,20,40,80,1169,10,3506.6738462320163,5120,37885
3,20,40,80,1169,10,3506.6738462320163,5120,37414
4,20,40,80,1169,10,3506.6738462320163,5120,37577
5,20,40,80,1169,10,3506.6738462320163,5120,36985
6,20,40,80,1169,10,3506.6738462320163,5120,37101
7,20,40,80,1169,10,3506.6738462320163,5120,37116
8,20,40,80,1169,10,3506.6738462320163,5120,37250
9,20,40,80,1169,10,3506.6738462320163,5120,36992
10,20,40,80,1169,10,3506.6738462320163,5120,37076
1,20,40,80,1169,40,4336.611024725243,5120,38283
2,20,40,80,1169,40,4336.611024725243,5120,38301
3,20,40,80,1169,40,4336.611024725243,5120,38129
4,20,40,80,1169,40,4336.611024725243,5120,38680
5,20,40,80,1169,40,4336.611024725243,5120,38477
6,20,40,80,1169,40,4336.611024725243,5120,38441
7,20,40,80,1169,40,4336.611024725243,5120,38568
8,20,40,80,1169,40,4336.611024725243,5120,38675
9,20,40,80,1169,40,4336.611024725243,5120,38437
10,20,40,80,1169,40,4336.611024725243,5120,38602
1,20,40,80,1169,60,4417.050954051924,5100,38994
2,20,40,80,1169,60,4417.050954051924,5100,39055
3,20,40,80,1169,60,4417.050954051924,5100,39151
4,20,40,80,1169,60,4417.050954051924,5100,38885
5,20,40,80,1169,60,4417.050954051924,5100,38977
6,20,40,80,1169,60,4417.050954051924,5100,39069
7,20,40,80,1169,60,4417.050954051924,5100,38958
8,20,40,80,1169,60,4417.050954051924,5100,39158
9,20,40,80,1169,60,4417.050954051924,5100,39673
10,20,40,80,1169,60,4417.050954051924,5100,39355
1,20,40,80,1169,80,4450.853390033578,5120,39719
2,20,40,80,1169,80,4450.853390033578,5120,39685
3,20,40,80,1169,80,4450.853390033578,5120,39452
4,20,40,80,1169,80,4450.853390033578,5120,39396
5,20,40,80,1169,80,4450.853390033578,5120,39433
6,20,40,80,1169,80,4450.853390033578,5120,39551
7,20,40,80,1169,80,4450.853390033578,5120,39637
8,20,40,80,1169,80,4450.853390033578,5120,39671
9,20,40,80,1169,80,4450.853390033578,5120,39726
10,20,40,80,1169,80,4450.853390033578,5120,39670
1,50,4,8,306,10,3513.5916172480133,1620,15311
2,50,4,8,306,10,3513.5916172480133,1620,15379
3,50,4,8,306,10,3513.5916172480133,1620,15237
4,50,4,8,306,10,3513.5916172480133,1620,15134
5,50,4,8,306,10,3513.5916172480133,1620,15101
6,50,4,8,306,10,3513.5916172480133,1620,15122
7,50,4,8,306,10,3513.5916172480133,1620,15292
8,50,4,8,306,10,3513.5916172480133,1620,15139
9,50,4,8,306,10,3513.5916172480133,1620,15238
10,50,4,8,306,10,3513.5916172480133,1620,15342
